Sin nombre: 0, título, Ingredientes, Direcciones, NER
229, Pan de hamburguesa con queso," [""1/2 taza de leche evaporada"", ""1 huevo"", ""1 taza de migas de galleta"", ""1 1/2 libra de carne molida"", ""4 cucharadas de cebolla finamente picada"", ""1 1/2 cucharadita . sal o al gusto"", ""1 cucharadita de mostaza seca"", ""1 cucharada de ketchup"", ""1 taza de queso americano rallado""]","[""Precaliente el horno a 350\u00b0."", ""Combine todos los ingredientes excepto el queso en un tazón y mezcle bien"", ""Engrase ligeramente un molde para pan"", ""Ponga 1/3 de la mezcla de carne en el fondo del molde y extiéndalo uniformemente"". ."", ""Ponga 1/2 taza de queso encima (mantenga el queso alejado del borde de la sartén para evitar que se queme o se pegue)"", ""Repita las capas (1/3 de carne, 1/2 taza de queso, 1/3 de carne). )."", ""Hornear 1 hora."", ""Dejar reposar de 10 a 15 minutos antes de colocar en un plato para rebanar."", ""Rendimiento:"", ""6 porciones. Tiempo de preparación: 30 minutos.""]"," [""leche"", ""huevo"", ""migas de galleta"", ""polla molida"", ""cebolla"", ""sal"", ""mostaza seca"", ""ketchup"", ""queso americano""]"
230, Un tazón de dulce de chocolate (microondas),"[""1 paquete (8 oz.) de chocolate semidulce"", ""2/3 taza de leche condensada azucarada"", ""1 cucharadita de vainilla"", ""1/8 cucharadita de sal"", ""1 taza de nueces picadas"" ]"," [""Cocine en el microondas el chocolate y la leche en un recipiente apto para microondas de 1 1/2 cuarto de galón a temperatura alta durante 1 minuto; revuelva bien."", ""Cocine en el microondas 1 minuto más. Revuelva hasta que el chocolate esté completamente derretido y suave"", ""Agregue la vainilla, la sal y las nueces"". ."", ""Extiende en un molde para pan engrasado de 9 x 5 pulgadas. Refrigéralo durante 30 minutos o hasta que esté firme."", ""Corta en cuadritos"".]"," [""chocolate semidulce"", ""leche condensada"", ""vainilla"", ""sal"", ""nueces""]"
231, Cazuela De Frijoles Horneados Estilo Rancho,"[""2 cucharadas de margarina"", ""1 libra de carne molida"", ""1 paquete de mezcla para sopa de cebolla"", ""1/2 taza de agua"", ""1 taza de salsa de tomate"", ""2 cucharadas de mostaza preparada"", "" 2 cucharaditas de vinagre"", ""2 latas (1 libra) de carne de cerdo y frijoles en salsa de tomate"", ""1 lata (1 libra) de frijoles, escurridos""]"," [""Dore la carne en margarina; agregue los ingredientes restantes."", ""Vierta en una olla para frijoles o en una cacerola de 2 cuartos (enfríe y congele si lo desea). Hornee a 400\u00b0 durante 30 minutos."", ""Rinde de 10 a 12 porciones. ""]"," [""margarina"", ""carne molida"", ""mezcla para sopa de cebolla"", ""agua"", ""salsa de tomate"", ""mostaza"", ""vinagre"", ""cerdo"", ""frijoles""]"
232, Pastel de café húngaro de Etta,"[""1 taza de azúcar moreno"", ""1 taza de harina"", ""1/3 taza de manteca vegetal"", ""una pizca de sal"", ""1 huevo batido"", ""1 cucharadita de bicarbonato de sodio"", ""1/2 cucharadita de polvo para hornear"", ""1/2 taza de leche agria (agregue 1 cucharada de vinagre o jugo de limón para agriar 1 taza de leche)""]"," [""Mezcle el azúcar y la manteca vegetal"", ""Agregue la harina y la sal hasta que se desmorone"", ""Reserve 1/2 taza de esta mezcla para cubrir"", ""Agregue el huevo al resto"", ""Agregue bicarbonato de sodio y polvo para hornear"". leche agria, luego mezcle todo."", ""Espolvoree las migas encima"", ""(Opcional: espolvoree canela y nueces molidas encima)"", ""Hornee durante 35 minutos en un molde para pastel o pastel de 9 pulgadas"". ]"," [""azúcar moreno"", ""harina"", ""manteca vegetal"", ""sal"", ""huevo"", ""bicarbonato de sodio"", ""levadura en polvo"", ""leche agria""]"
233, galletas de cerveza,"[""2 tazas de mezcla para galletas"", ""1 1/2 cucharada de azúcar"", ""6 onzas de cerveza tibia""]"," [""Disuelva el azúcar en la cerveza y agréguela a la mezcla para galletas."", ""Mezcle y hornee de acuerdo con las instrucciones del recipiente de mezcla para galletas"".]"," [""mezcla de galletas"", ""azúcar"", ""cerveza caliente""]"
234, spaghetti horneado," [""1 taza de cebolla picada"", ""1 taza de pimiento verde picado"", ""1 cucharada de mantequilla"", ""1 lata (28 oz) de tomates con líquido, cortados"", ""1 lata (4 oz) de champiñones tallos y trozos, escurridos"", ""1 lata (2 1/4 oz.) de aceitunas maduras en rodajas, escurridas"", ""2 cucharaditas de orégano seco"", ""1 libra de carne molida, dorada y escurrida (opcional)"", ""12 oz de espagueti, cocidos y escurridos"", ""2 tazas (8 oz) de queso cheddar rallado"", ""1 lata (10 3/4 oz) de crema de champiñones condensada (sin diluir)"", ""1/4 taza de espagueti, cocidos y escurridos"". agua"", ""1/4 taza de queso parmesano rallado""]","[""En una sartén grande, saltee la cebolla y el pimiento verde en mantequilla hasta que estén tiernos."", ""Agregue los tomates, los champiñones, las aceitunas y el orégano"", ""Agregue carne molida si lo desea"", ""Cocine a fuego lento sin tapar durante 10 minutos"", "" Coloque la mitad de los espaguetis en una fuente para hornear engrasada de 13 x 9 x 2 pulgadas. Cubra con la mitad de la mezcla de verduras"", ""Espolvoree con 1 taza de queso cheddar"", ""Repita las capas"".]"," [""cebolla"", ""pimiento verde"", ""mantequilla"", ""tomates"", ""tallos de champiñones"", ""aceitunas"", ""orégano"", ""carne molida"", ""queso cheddar"", ""crema condensada"", ""agua"", ""Queso parmesano""]"
235, facil manzana albondigas,"[""1 lata de galletas (10 unidades)"", ""5 manzanas para cocinar"", ""1/2 taza de azúcar granulada"", ""1/2 taza de azúcar moreno"", ""1 1/2 taza de agua"", ""1 cucharadita . especias para tarta de manzana"", ""1 cucharadita de vainilla"", ""1 barra de mantequilla o margarina""]"," [""Pele, corte las manzanas en cuartos"", ""Extienda las galletas"", ""Corte cada una por la mitad"", ""Ponga 1 cuarto de manzana en cada mitad de galleta"", ""Doble la masa sobre la manzana y colóquela en una bandeja para hornear untada con mantequilla"". o una cacerola grande. Mezcle los siguientes 5 ingredientes; viértalos sobre las albóndigas, corte la mantequilla por encima. Hornee en un horno a 350\u00b0 hasta que las manzanas estén cocidas."", ""Retirar del horno, rociar y continuar horneando hasta que estén doradas."", ""Mayo servir con Cool Whip."", ""Rinde de 8 a 10 porciones"".]"," [""cocinar manzanas"", ""azúcar"", ""azúcar moreno"", ""agua"", ""especias para tarta de manzana"", ""vainilla"", ""mantequilla""]"
236, Postre Twinkie,"[""14 Twinkies"", ""1 caja grande de gelatina de fresa"", ""2 tazas de agua caliente"", ""1 10 oz. de fresas congeladas o 2 tazas frescas"", ""1 caja grande de pudín instantáneo de vainilla"", ""1 recipiente grande frío Látigo""]"," [""Cubra el fondo de un molde de 13x9 con Twinkies."", ""Mezcle la gelatina con agua caliente y revuelva hasta que se disuelva. Agregue las fresas y vierta sobre los Twinkies."", ""Deje reposar durante 30 minutos o más"", ""Mezcle el pudín como se indica y vierta sobre Twinkies y gelatina."", ""Cubra con Cool Whip y decore con más fresas si lo desea.""]"," [""Twinkies"", ""gelatina de fresa"", ""agua"", ""fresas congeladas"", ""pudín instantáneo de vainilla""]"
237, Pastel De Mantequilla Pegajoso," [""1 caja de mezcla para pastel de chocolate o amarillo"", ""3 huevos"", ""1 barra de mantequilla"", ""1 (8 oz) de queso crema"", ""1 caja de azúcar en polvo"", ""1 cucharadita de vainilla""]","[""Precaliente el horno a 350\u00b0."", ""Mezcle la mezcla para pastel con 1 huevo y la mantequilla derretida"", ""Presione en un molde para pastel de 9 x 12 que haya sido engrasado y enharinado"", ""Luego mezcle 2 huevos, crema queso, 1 caja de azúcar en polvo y vainilla juntos."", ""Usa una licuadora hasta que esté todo mezclado, luego vierte sobre el pastel en el molde y hornea alrededor de 35 a 40 minutos a 350\u00b0 o hasta que puedas introducir un palillo y salga limpio. ."", ""Dejar enfriar, luego cortar en cuadritos y comer.""]"," [""pastel de chocolate"", ""huevos"", ""mantequilla"", ""queso crema"", ""azúcar en polvo"", ""vainilla""]"
238, Pudín de maíz," [""1 lata (1 libra) de maíz estilo crema"", ""1 cucharada de mantequilla"", ""1 cucharada de harina"", ""4 huevos bien batidos"", ""3 cucharadas de azúcar"", ""1 taza de leche escaldada "", ""1 cucharadita de sal"", ""1/8 cucharadita de pimienta""]","[""Mezclar harina, azúcar, sal y pimienta"", ""Agregar al maíz"", ""Agregar mantequilla derretida. Agregar los huevos"", ""Agregar leche"", ""Vierta en una cacerola engrasada"", ""Colocar en una cacerola de agua. Hornee a 325\u00b0 durante 1 hora."", ""6 porciones.""]"," [""estilo crema"", ""mantequilla"", ""harina"", ""huevos"", ""azúcar"", ""leche"", ""sal"", ""pimienta""]"
239, Pastel de miel," [""3 huevos"", ""??? taza de miel"", ""1/2 taza de azúcar"", ""1 taza de café negro fuerte"", ""2 cucharaditas de levadura en polvo"", ""3 cucharadas de margarina blanda"", "" 1 cucharadita de bicarbonato de sodio"", ""4 tazas de harina"", ""1 cucharadita de canela""]","[""Precaliente el horno a 325\u00b0."", ""Engrase y enharine un molde para pasteles de 9 x 13 pulgadas"", ""En un tazón grande, bata los huevos y la miel"", ""Agregue el azúcar y mezcle nuevamente."", ""Mezcle el café con el polvo para hornear y agregue margarina a la mezcla de huevo"", ""Agregue bicarbonato de sodio, harina y canela y bata bien"", ""Vierta en un molde para pasteles engrasado"", ""Hornee durante 55 minutos a 1 hora"". ]"," [""huevos"", ""miel"", ""azúcar"", ""café negro"", ""levadura en polvo"", ""margarina"", ""bicarbonato de sodio"", ""harina"", ""canela""]"
240, enchiladas," [""1 lata (12 oz.) de pasta de tomate"", ""1 cuarto de galón de agua"", ""2 dientes de ajo picados"", ""5 cucharaditas de chile en polvo"", ""1 libra de carne molida magra"", ""1/2 taza . cebollas verdes picadas"", ""2 tazas de queso Monterey Jack rallado"", ""1 docena de tortillas de maíz""]","[""En una cacerola, combine la pasta de tomate, el agua, el ajo y el chile en polvo; cocine a fuego lento durante 20 minutos"", ""En una sartén, dore la carne molida con la mitad de las cebollas; escurra la grasa"", ""Agregue 1 1/2 tazas de queso y 1 taza de la mezcla de pasta de tomate."", ""Vierta 1/4 taza de la mezcla de pasta de tomate en una fuente para hornear poco profunda de 3 cuartos de galón."", ""Ablande las tortillas, una a la vez, sumergiéndolas dentro y fuera de la mezcla restante."", "" Coloque la mezcla de carne en el centro de cada tortilla; enróllela."", ""Coloque la costura hacia abajo en una fuente para hornear"", ""Vierta el resto de la mezcla de pasta de tomate encima"", ""Espolvoree con el queso y la cebolla restantes"", ""Hornee a 350 \u00b0 durante 20 minutos. Rinde 6 porciones.""]"," [""pasta de tomate"", ""agua"", ""ajo"", ""chile en polvo"", ""carne molida magra"", ""cebollas verdes"", ""queso Monterey Jack rallado"", ""tortillas de maíz""]"
241, Calabacín en jugo de tomate (de Weight Watchers),"[""calabacín"", ""12 oz. de jugo de tomate"", ""una pizca de orégano"", ""una pizca de hojuelas de perejil"", ""una pizca de ajo en polvo"", ""2 cucharadas de pimiento morrón"", ""2 cucharadas de cebolla deshidratada"", "" sal"", ""1 cubito de caldo de pollo""]"," [""Corte el calabacín por la mitad a lo largo y luego córtelo en cubos."", ""Ponga todos los ingredientes en una cacerola y cocine hasta que el calabacín esté tierno.""]"," [""calabacín"", ""jugo de tomate"", ""orégano"", ""hojuelas de perejil"", ""ajo"", ""pimiento"", ""cebolla"", ""sal"", ""pollo""]"
242, Cazuela De Piña," [""1 taza de azúcar"", ""6 cucharadas de harina"", ""2 tazas de queso cheddar rallado"", ""1 1/2 taza de galletas Ritz trituradas"", ""2 latas (15 1/2 oz) de trozos de piña, escurrido"", ""1 barra de margarina, derretida""]","[""Mezcle azúcar, harina y queso"", ""Agregue la piña; vierta en una cacerola engrasada de 10 x 10 pulgadas"", ""Espolvoree galletas saladas encima"", ""Vierta mantequilla derretida encima"", ""Hornee a 350\u00b0 por 30 minutos.""]"," [""azúcar"", ""harina"", ""queso cheddar"", ""galletas saladas"", ""piña"", ""margarina""]"
243, estofado Brunswick," [""1 pollo (2 lb.), ""3 tazas de agua"", ""1 1/2 cucharadita de sal"", ""3 papas"", ""1 cebolla"", ""1 caja (10 oz.) de limas congeladas"", ""1 taza de maíz congelado o 1 lata"", ""1 lata de tomates"", ""sal y pimienta al gusto"", ""1/4 taza de mantequilla""]"," [""Haga hervir el pollo en agua con sal"", ""Reduzca el fuego y cocine a fuego lento durante 1 hora, hasta que esté tierno"", ""Retire de ambos"", ""Agregue las verduras al caldo y cocine a fuego lento hasta que estén tiernos"", ""Pele el pollo de los huesos"". trozos grandes y agréguelos al guiso durante los últimos 5 minutos de cocción.""]","[""pollo"", ""agua"", ""sal"", ""papas"", ""cebolla"", ""limas congeladas"", ""maíz"", ""tomates"", ""sal"", ""mantequilla""]"
244, Bola de queso," [""2 paquetes (8 oz) de queso crema"", ""2 cucharadas de mayonesa"", ""1 cucharadita de jugo de limón"", ""5 a 6 cebollas verdes"", ""1 paquete (6 oz) de carne de res ahumada"" , ""1 lata pequeña de aceitunas negras picadas"", ""1 pimiento verde pequeño"", ""nueces picadas"", ""galletas Ritz""]"," [""Mezcle queso crema, mayonesa y jugo de limón."", ""Pique finamente la cebolla, la carne, las aceitunas y el pimiento morrón. Agregue a la mezcla de queso y mezcle bien. Enfríe por lo menos 6 horas."", ""Forme una bola y enrolle nueces picadas. Sirva con galletas Ritz.""]","[""queso crema"", ""mayonesa"", ""jugo de limón"", ""cebollas verdes"", ""carne fría"", ""aceitunas negras"", ""pimiento verde"", ""nueces"", ""galletas saladas""]"
245, Zanahorias Marinadas," [""2 libras de zanahorias, cortadas en rodajas diagonales"", ""1 cebolla grande, cortada en aros"", ""1 lata (10 oz) de sopa de tomate, sin diluir"", ""1/2 cucharadita de sal"", ""1/2 cucharadita de pimienta"", ""1 taza de azúcar"", ""1/2 taza de aceite para ensalada"", ""3/4 taza de vinagre""]"," [""Lave y raspe las zanahorias. Córtelas en rodajas diagonales. Cocine y escurra. Deje enfriar. Combine las zanahorias con los aros de cebolla cruda en un tazón. Combine la sopa de tomate, el azúcar, el aceite, el vinagre, la sal y la pimienta en una cacerola."", ""Lleve a ebullición punto; revuelva para disolver el azúcar."", ""Vierta la mezcla caliente sobre las verduras y mezcle."", ""Cubra y enfríe en el refrigerador durante la noche"".]","[""zanahorias"", ""cebolla"", ""sopa de tomate"", ""sal"", ""pimienta"", ""azúcar"", ""aceite para ensalada"", ""vinagre""]"
246, Pastel De Arándanos," [""4 huevos, separados"", ""2 tazas de azúcar"", ""1 taza de manteca vegetal"", ""1 cucharadita de sal"", ""2 cucharaditas de levadura en polvo"", ""2 cucharaditas de vainilla"", ""3 tazas de harina"" , ""2/3 c. de leche"", ""3 c. de arándanos enharinados""]"," [""Batir las claras de huevo hasta que estén firmes; agregar 1 taza de azúcar."", ""Reservar. Batir la manteca vegetal, la sal, el resto del azúcar y la vainilla"", ""Agregar las yemas de huevo"", ""Batir hasta que esté cremoso"", ""Agregar el horneado"". polvo, leche y harina para mezclar alternativamente."", ""Agregar las claras de huevo, luego los arándanos"", ""Vierta en un molde de 9 x 13 pulgadas bien engrasado y enharinado"", ""Azucar la parte superior. Hornee a 350\u00b0 durante 50 minutos.""]","[""huevos"", ""azúcar"", ""manteca vegetal"", ""sal"", ""levadura en polvo"", ""vainilla"", ""harina"", ""leche"", ""arándanos enharinados""]"
247, Cazuela De Calabaza De Verano," [""6 tazas de calabaza amarilla en rodajas"", ""1 taza de cebolla finamente picada"", ""1 lata de crema de pollo"", ""8 onzas de crema agria"", ""8 onzas de mezcla para relleno"", ""1 barra de mantequilla ""]"," [""Cocine la calabaza y la cebolla (en una olla con suficiente agua para cubrir el fondo o cocínelas al vapor)"", ""escúrralas y reserve. Mezcle la sopa (no agregue agua) con la crema agria; combine con"", ""calabaza y cebolla. Derrita la mantequilla y combine con el relleno. Coloque una capa de relleno en el fondo de una fuente para hornear de 6 x 10 pulgadas. Alterne capas de calabaza y relleno terminando con el relleno. Hornee a 350\u00b0 durante 20-25 minutos.""]"," [""cebolla"", ""crema de pollo"", ""crema agria"", ""mezcla para relleno"", ""mantequilla""]"
248,Pastel de skor," [""1 caja de mezcla para pastel de chocolate alemán"", ""1 lata de leche condensada Eagle Brand"", ""1 frasco de salsa de caramelo Smucker's"", ""1 recipiente de Cool Whip"", ""6 barras de caramelo Skor""]"," [""Haga el pastel según las instrucciones de la caja y hornee en un molde de 9 x 13 pulgadas."", ""Inmediatamente después de sacarlo del horno, haga agujeros por todo el pastel y vierta la leche Eagle Brand y la salsa de caramelo sobre el pastel."", ""Permitir pastel hasta que se enfríe por completo y luego cúbralo con Cool Whip. Triture las barras de caramelo Skor y espolvoree sobre el pastel."", ""Mantener refrigerado"".]"," [""pastel de chocolate"", ""leche"", ""salsa de caramelo""]"
249, Corteza de pastel nunca falla (corteza de pastel doble)," [""4 taza de harina tamizada"", ""1 1/2 taza de manteca vegetal"", ""1 huevo"", ""1/2 taza de agua helada"", ""1 cucharada de vinagre"", ""1 cucharadita de azúcar"", "" 1/2 cucharadita de sal""]","[""Combine la harina, el azúcar y la sal"", ""Ponga manteca vegetal en un recipiente frío y agregue la mezcla de harina"", ""Mezcle con una batidora de repostería hasta obtener una harina gruesa"", ""Mezcle el huevo y el agua helada, luego agregue el vinagre y licuar."", ""Agregar a la mezcla de harina y mezclar bien."", ""Extender sobre una superficie enharinada.""]"," [""harina"", ""manteca vegetal"", ""huevo"", ""agua"", ""vinagre"", ""azúcar"", ""sal""]"
