Unnamed: 0,Título,Ingredientes,Preparacion,NER,Imagen
222,Pastel de Manzana con Crema Agria,2 tazas de harina&1 cucharadita de bicarbonato de sodio&1/2 cucharadita de sal&1/2 taza de mantequilla o margarina&1 taza de azúcar&2 huevos&1 cucharadita de vainilla&1 taza de crema agria&1/2 taza de azúcar&1 cucharadita de canela&1/2 taza de nueces picadas&1 1/4 tazas de manzanas peladas y cortadas en rodajas finas,"Combina la harina, el bicarbonato de sodio y la sal. En otro recipiente, bate la mantequilla y 1 taza de azúcar hasta que quede esponjoso. Agrega los huevos y la vainilla; mezcla bien. Combina la mezcla de harina alternando con la crema agria. En otro recipiente, mezcla las manzanas, la canela, 1/2 taza de azúcar y las nueces. Vierte la mitad de la masa en un molde tubular o Bundt de 9 pulgadas engrasado. Espolvorea la mitad de la mezcla de manzana con canela sobre la masa. Vierte el resto de la masa y espolvorea con el resto de la mezcla de manzana con canela. Hornea a 375 grados durante 40 a 50 minutos. Deja enfriar durante 10 minutos antes de desmoldar.",harina&bicarbonato de sodio&sal&mantequilla&azúcar&huevos&vainilla&crema agria&azúcar&canela&nueces&manzanas,https://i.pinimg.com/474x/fa/bd/d7/fabdd70f57719ef8cbaddd5b41eddf32.jpg
223,Snickerdoodles,1 1/2 tazas de azúcar&1/2 taza de margarina&1/2 taza de manteca vegetal&2 huevos&2 cucharaditas de canela&2 3/4 tazas de harina&2 cucharaditas de cremor tártaro&1 cucharadita de bicarbonato de sodio&1/4 de cucharadita de sal&2 cucharaditas de azúcar,"Precalienta el horno a 350 grados. Bate con una batidora eléctrica el azúcar, la margarina, la manteca vegetal y los huevos en un bol grande. Tamiza la harina, el cremor tártaro, el bicarbonato de sodio y la sal en un tamiz y añade a la mezcla de azúcar. Revuelve hasta que la harina desaparezca. Forma bolitas de masa redondeadas de aproximadamente una cucharadita de tamaño y enróllalas en una mezcla de 2 cucharaditas de azúcar y 2 cucharaditas de canela. Coloca las bolitas en una bandeja para hornear, dejando aproximadamente 2 pulgadas de espacio entre cada una. Hornea hasta que estén listas, aproximadamente de 8 a 10 minutos.",azúcar&margarina&manteca vegetal&huevos&canela&harina&cremor tártaro&bicarbonato de sodio&sal&azúcar,https://i.pinimg.com/474x/b0/70/ba/b070bad75debafb778ca43d87ec99b5e.jpg
224,Ensalada de Espagueti,"1 libra de espaguetis&3 pepinos, picados&4 tomates, picados&2 tallos de apio, picados&1 pimiento verde, picado&2 cebollas, picadas&1 pequeña botella de aderezo de ensalada italiana Wish-Bone&1/2 botella de Salad Supreme","En una cacerola, cocina los espaguetis hasta que estén tiernos. Escúrrelos y enfríalos. En un bol grande, combina todos los ingredientes y revuelve.",espagueti&pepinos&tomates&apio&pimiento verde&cebollas&aderezo de ensalada italiana&Salad Supreme,https://i.pinimg.com/474x/f7/db/4d/f7db4da86f53dbbc58ce9e65bb5e7e89.jpg
225,Albóndigas Españolas,1 libra de carne molida&2 rebanadas de pan en cubos&1 cebolla rallada&1/2 taza de arroz (sin cocinar)&1 cucharadita de chile en polvo&1/2 cucharadita de pimienta de Jamaica&2 huevos&1 cucharadita de sal&1 pimiento verde (opcional)&2 latas de sopa de tomate&2 1/2 latas de agua&1 cucharadita de chile en polvo,"Mezcla bien los primeros 9 ingredientes; dales forma de pequeñas albóndigas. Colócalas en una fuente grande para horno engrasada. Calienta la sopa, el agua y el chile en polvo restante; vierte sobre las albóndigas. Hornea, tapado, a 375 grados durante 2 horas. Rinde 6 porciones.",carne molida&pan&cebolla&arroz&chile en polvo&pimienta de Jamaica&huevos&sal&pimiento verde&sopa de tomate&agua&chile en polvo,https://i.pinimg.com/474x/58/63/46/586346d959502741682abbafdb4c6292.jpg
226,Pastel de Brócoli y Pan de Maíz,"1 caja de mezcla de panecillos de maíz Jiffy&1 1/2 barras de margarina derretida&2 huevos enteros&2 claras de huevo&1 taza de crema agria&1 paquete de 10 onzas de brócoli picado congelado, descongelado pero no escurrido&1 cebolla mediana, picada",Combina la mezcla de panecillos de maíz y la margarina en un bol grande y mezcla bien. Agrega el resto de los ingredientes; mezcla bien. Vierte la mezcla en una bandeja para hornear de 9 x 13 sin engrasar. Hornea a 400 grados durante 20 a 25 minutos o hasta que esté dorado.,mezcla de panecillos de maíz Jiffy&margarina&huevos&claras de huevo&crema agria&brócoli&cebolla,https://i.pinimg.com/474x/0a/5d/57/0a5d5790582ca13f897d0aa08f86f96b.jpg
227,Anillos de Cebolla Fritos,2 cebollas dulces grandes&1 huevo&2/3 de taza de agua&1 cucharada de aceite vegetal&1 cucharadita de jugo de limón&1 taza de harina de todo uso&1 1/2 cucharaditas de polvo de hornear&1 a 1 1/4 de cucharaditas de sal&1/8 a 1/4 de cucharadita de pimienta de cayena&aceite (para freír en abundancia),Corta las cebollas en rodajas de 1/2 pulgada; separa los anillos. Colócalos en un bol; cúbrelos con agua y déjalos en remojo durante 30 minutos.,cebollas dulces&huevo&agua&aceite vegetal&jugo de limón&harina de todo uso&polvo de hornear&sal&pimienta de cayena&aceite,https://i.pinimg.com/474x/dd/44/a6/dd44a6b44b772417d842b10245a5cf96.jpg
228,Panecillos de Mayonesa,1 taza de harina de autolevadura White Lily&1/3 de taza de mayonesa&1/2 de taza de leche dulce&pizca de sal,Mezcla bien y llena los moldes para muffins hasta 1/3 de su capacidad.&Hornea a 400 grados hasta que estén dorados.&Rinde aproximadamente 6 panecillos.,White Lily&mayonesa&leche dulce&sal,https://i.pinimg.com/474x/f0/49/0e/f0490e82a3e20c0b711ac3e33e006f1e.jpg
229,Plato de Carne Molida y Queso,1/2 taza de leche evaporada&1 huevo&1 taza de migas de galletas&1 1/2 libras de carne de res molida&4 cucharadas de cebolla finamente picada&1 1/2 cucharaditas de sal o al gusto&1 cucharadita de mostaza en polvo&1 cucharada de ketchup&1 taza de queso americano rallado,"Precalienta el horno a 350 grados.&Combina todos los ingredientes excepto el queso en un bol y mezcla bien. Engrasa ligeramente un molde para pan. Coloca 1/3 de la mezcla de carne en el fondo del molde y extiende uniformemente. Coloca 1/2 taza de queso sobre el centro (mantén el queso alejado del borde del molde para evitar que se queme o se pegue). Repite las capas (1/3 de carne, 1/2 taza de queso, 1/3 de carne). Hornea durante 1 hora. Deja reposar durante 10 a 15 minutos antes de desmoldar. Rinde 6 porciones. Tiempo de preparación: 30 minutos.",leche evaporada&huevo&migas de galletas&carne de res molida&cebolla&sal&mostaza en polvo&ketchup&queso americano,https://i.pinimg.com/474x/1d/72/a4/1d72a43650ec04ef9374f434ef346171.jpg
230,Fudge de Chocolate en un Solo Bol (Microondas),1 paquete (8 oz.) de chocolate semi dulce&2/3 de taza de leche condensada endulzada&1 cucharadita de vainilla&1/8 de cucharadita de sal&1 taza de nueces picadas,"Calienta el chocolate y la leche en un bol apto para microondas de 1 1/2 cuartos a temperatura alta durante 1 minuto; revuelve bien.&Calienta durante 1 minuto más. Revuelve hasta que el chocolate esté completamente derretido y suave.&Añade la vainilla, la sal y las nueces. Extiende en una bandeja para pan de 9 x 5 pulgadas engrasada. Refrigera durante 30 minutos o hasta que esté firme.&Corta en cuadros.",chocolate semi dulce&leche condensada endulzada&vainilla&sal&nueces,https://i.pinimg.com/474x/33/6b/ec/336bec3096c0c84540432673c73e25db.jpg
231,Cazuela de Frijoles Estilo Ranch,"2 cucharadas de margarina&1 libra de carne molida&1 paquete de mezcla de sopa de cebolla&1/2 taza de agua&1 taza de catsup&2 cucharadas de mostaza preparada&2 cucharaditas de vinagre&2 latas de 1 libra de frijoles en salsa de tomate&1 lata de 1 libra de frijoles rojos, escurridos",Dora la carne en la margarina; añade el resto de los ingredientes.&Vierte en una cacerola para hornear o en una cacerola de 2 cuartos (enfría y congela si lo deseas). Hornea a 400 grados durante 30 minutos.&Rinde de 10 a 12 porciones.,margarina&carne molida&mezcla de sopa de cebolla&agua&catsup&mostaza preparada&vinagre&frijoles en salsa de tomate&frijoles rojos,https://i.pinimg.com/474x/77/81/2c/77812c22d7a895da811ba85a6005f805.jpg
232,Pastel de Café Húngaro de Etta,1 taza de azúcar morena&1 taza de harina&1/3 de taza de manteca vegetal&pizca de sal&1 huevo batido&1 cucharadita de bicarbonato de sodio&1/2 cucharadita de polvo de hornear&1/2 taza de leche agria (agrega 1 cucharada de vinagre o jugo de limón para acidificar 1 taza de leche),Mezcla el azúcar y la manteca vegetal.&Añade la harina y la sal hasta que se desmorone.&Reserva 1/2 taza de esta mezcla para la cobertura.&Añade el huevo al resto.&Añade el bicarbonato de sodio y el polvo de hornear a la leche agria y luego mezcla todo.&Espolvorea las migajas por encima.&(Opcional: Espolvorea canela y nueces molidas por encima).&Hornea durante 35 minutos en una fuente de pastel de 9 pulgadas o un plato para tarta.,azúcar morena&harina&manteca vegetal&sal&huevo&bicarbonato de sodio&polvo de hornear&leche agria,https://i.pinimg.com/474x/7d/27/9a/7d279a9db10dd85ac24021abbc930e3f.jpg
233,Panecillos de Cerveza,2 tazas de mezcla para panecillos&1 1/2 cucharadas de azúcar&6 onzas de cerveza tibia,Disuelve el azúcar en la cerveza y agrégalo a la mezcla para panecillos.&Mezcla y hornea siguiendo las instrucciones del envase de la mezcla para panecillos.,mezcla para panecillos&azúcar&cerveza tibia,https://i.pinimg.com/736x/b4/12/cf/b412cf0c5c329f73099dffa3ff4d9b4b.jpg
234,Spaghetti al Horno,"1 taza de cebolla picada&1 taza de pimiento verde picado&1 cucharada de mantequilla&1 lata (28 oz.) de tomates con su líquido, cortados en trozos&1 lata (4 oz.) de champiñones, escurridos&1 lata (2 1/4 oz.) de aceitunas negras en rodajas, escurridas&2 cucharaditas de orégano seco&1 libra de carne de res molida, dorada y escurrida (opcional)&12 oz. de espagueti cocido y escurrido&2 tazas (8 oz.) de queso Cheddar rallado&1 lata (10 3/4 oz.) de sopa de champiñones condensada (sin diluir)&1/4 de taza de agua&1/4 de taza de queso parmesano rallado","En una sartén grande, sofríe la cebolla y el pimiento verde en mantequilla hasta que estén tiernos.&Añade los tomates, los champiñones, las aceitunas y el orégano.&Agrega la carne de res si lo deseas.&Hierve a fuego lento sin tapar durante 10 minutos.&Coloca la mitad del espagueti en una fuente de hornear de 13 x 9 x 2 pulgadas engrasada. Cubre con la mitad de la mezcla de verduras.&Espolvorea con 1 taza de queso Cheddar.&Repite las capas.",cebolla&pimiento verde&mantequilla&tomates&champiñones&aceitunas negras&orégano seco&carne de res molida&espagueti&queso Cheddar&sopa de champiñones condensada&agua&queso parmesano rallado,https://i.pinimg.com/474x/4a/91/06/4a9106607bbb8e3a92a524977c785fd6.jpg
235,Empanadas de Manzana Fáciles,1 lata de galletas (10 unidades)&5 manzanas para cocinar&1/2 taza de azúcar granulada&1/2 taza de azúcar morena&1 1/2 tazas de agua&1 cucharadita de especias para tarta de manzana&1 cucharadita de vainilla&1 barra de mantequilla o margarina,"Pela y corta las manzanas en cuartos.&Estira las galletas.&Corta cada una por la mitad.&Coloca un cuarto de manzana en cada mitad de galleta.&Dobla la masa sobre la manzana y colócala en una fuente para horno enmantecada o una fuente para horno grande.&Mezcla los 5 ingredientes siguientes; vierte sobre las empanadas y corta trozos de mantequilla sobre la parte superior. Hornea en un horno a 350 °F hasta que las manzanas estén cocidas.&Saca del horno, baña y continúa horneando hasta que estén doradas.&Se pueden servir con Crema Batida.&Rinde de 8 a 10 porciones.",manzanas para cocinar&azúcar&azúcar morena&agua&especias para tarta de manzana&vainilla&mantequilla,https://i.pinimg.com/474x/7a/01/85/7a01853eb2599995eda065395b41f8ee.jpg
236,Postre Twinkie,14 Twinkies&1 caja grande de gelatina de fresa&2 tazas de agua caliente&1 caja grande de pudín instantáneo de vainilla&1 recipiente grande de Cool Whip,Forra el fondo de una bandeja de 13x9 pulgadas con Twinkies.&Mezcla la gelatina con el agua caliente y revuelve hasta que se disuelva. Agrega las fresas y vierte sobre los Twinkies.&Deja reposar durante 30 minutos o más.&Prepara el pudín según las indicaciones y viértelo sobre los Twinkies y la gelatina.&Cubre con Cool Whip y decora con más fresas si lo deseas.,Twinkies&gelatina de fresa&agua&fresas congeladas&pudín instantáneo de vainilla,https://i.pinimg.com/474x/90/99/d1/9099d1f8944938fd6c71ed99245da32e.jpg
237,Pastel de Mantequilla Pegajosa,1 caja de mezcla de pastel amarillo o de chocolate&3 huevos&1 barra de mantequilla&1 paquete (8 oz.) de queso crema&1 caja de azúcar glas&1 cucharadita de vainilla,"Precalienta el horno a 350°F.&Mezcla la mezcla de pastel con 1 huevo y la mantequilla derretida.&Presiona la mezcla en una bandeja de pastel de 9 x 12 pulgadas que haya sido engrasada y enharinada.&Luego mezcla 2 huevos, queso crema, azúcar glas y vainilla.&Usa una licuadora hasta que todo esté mezclado, luego vierte sobre la mezcla de pastel en la bandeja y hornea durante unos 35 a 40 minutos a 350°F o hasta que puedas insertar un palillo y salga limpio.&Deja enfriar, luego corta en cuadros y disfruta.",mezcla de pastel de chocolate&huevos&mantequilla&queso crema&azúcar glas&vainilla,https://i.pinimg.com/474x/df/80/4b/df804b8d043f44e1641bc5a3e7aa7e64.jpg
238,Pudín de Maíz,"1 lata (1 lb.) de maíz estilo crema&1 cucharada de mantequilla&1 cucharada de harina&4 huevos, batidos&3 cucharadas de azúcar&1 taza de leche escaldada&1 cucharadita de sal&1/8 de cucharadita de pimienta","Mezcla harina, azúcar, sal y pimienta.&Añade al maíz.&Añade la mantequilla derretida. Añade los huevos.&Añade la leche.&Vierte en una fuente engrasada.&Coloca en un recipiente con agua. Hornea a 325°F durante 1 hora.&Rinde 6 porciones.",maíz estilo crema&mantequilla&harina&huevos&azúcar&leche&sal&pimienta,https://i.pinimg.com/474x/ba/4d/3a/ba4d3af8fe47405d1d24b2e099660fef.jpg
239,Pastel de Miel,3 huevos&??? taza de miel&1/2 taza de azúcar&1 taza de café negro fuerte&2 cucharaditas de levadura en polvo&3 cucharadas de margarina suave&1 cucharadita de bicarbonato de sodio&4 tazas de harina&1 cucharadita de canela,"Precalienta el horno a 325°F.&Engrasa y enharina una fuente de pastel de 9 x 13 pulgadas.&En un tazón grande, bate los huevos y la miel.&Añade el azúcar y mezcla de nuevo.&Mezcla el café con el polvo de hornear y añade la margarina a la mezcla de huevo.&Agrega el bicarbonato de sodio, la harina y la canela y bate bien.&Vierte la mezcla en la fuente para pastel engrasada.&Hornea durante 55 minutos a 1 hora.",huevos&miel&azúcar&café negro&levadura en polvo&margarina&bicarbonato de sodio&harina&canela,https://i.pinimg.com/474x/7c/b9/c4/7cb9c4e1fe93cece6f57fd4eff86df54.jpg
240,Enchiladas,1 lata (12 oz.) de puré de tomate&1 cuarto de agua&2 dientes de ajo picados&5 cucharaditas de chile en polvo&1 lb. de carne de res molida magra&1/2 taza de cebollas verdes picadas&2 tazas de queso Monterey Jack rallado&1 docena de tortillas de maíz,"En una cacerola, combina el puré de tomate, el agua, el ajo y el chile en polvo; cocina a fuego lento durante 20 minutos.&En una sartén, dora la carne de res con la mitad de las cebollas; escurre la grasa.&Agrega 1 1/2 tazas de queso y 1 taza de la mezcla de puré de tomate.&Coloca 1/4 de taza de la mezcla de puré de tomate en un plato para horno poco profundo de 3 cuartos.&Ablanda las tortillas, una por una, sumergiéndolas en la mezcla de puré de tomate restante.&Coloca la mezcla de carne en el centro de cada tortilla; enróllalas.&Coloca el lado de la costura hacia abajo en la fuente para horno.&Vierte la mezcla de puré de tomate restante sobre la parte superior.&Espolvorea con el queso y las cebollas restantes.&Hornea a 350°F durante 20 minutos. Rinde 6 porciones.",puré de tomate&agua&ajo&chile en polvo&carne de res molida magra&cebollas verdes&queso Monterey Jack&tortillas de maíz,https://i.pinimg.com/474x/a4/46/27/a44627f87b9ade97f1e7733824c56dc7.jpg
241,Calabacines en Jugo de Tomate (De Weight Watchers),calabacines&12 oz. de jugo de tomate&una pizca de orégano&una pizca de hojuelas de perejil&una pizca de ajo en polvo&2 cucharadas de pimiento morrón&2 cucharadas de cebolla deshidratada&sal&1 cubito de caldo de pollo,Corta los calabacines por la mitad a lo largo y luego córtalos en cubos.&Pon todos los ingredientes en una cacerola y cocina hasta que los calabacines estén tiernos.,calabacines&jugo de tomate&orégano&hojuelas de perejil&ajo&pimiento morrón&cebolla&sal&caldo de pollo,https://i.pinimg.com/474x/4f/b9/f1/4fb9f1cedca0a522245ac9c85a23252f.jpg
242,Pastel de Piña,"1 taza de azúcar&6 cucharadas de harina&2 tazas de queso Cheddar rallado&1 1/2 tazas de galletas Ritz trituradas&2 latas (15 1/2 oz.) de trozos de piña, escurridos&1 barra de margarina derretida","Mezcla azúcar, harina y queso.&Añade la piña; vierte en una fuente de horno de 10 x 10 pulgadas engrasada.&Espolvorea las galletas trituradas por encima.&Vierte la margarina derretida por encima.&Hornea a 350°F durante 30 minutos.",azúcar&harina&queso Cheddar&galletas Ritz&piña&margarina,https://i.pinimg.com/474x/da/3c/5a/da3c5a7facd87a682d34705d25f68336.jpg
